Standort,Gradtagszahlen,E_load_h,E_load_tww,E_el_gesamt,E_gf,E_gs,Autarkiegrad,P_gs_avg_max_1h,P_gs_avg_max_24h,WP-Hersteller,WP-Name,WP-Katergorie,WP-Laufzeit,Heizlänge,WP-Typ,WP-Leistung,E_hp_h_th,E_hp_tww_th,E_hp_el,E_hp_h_el,E_hp_tww_el,JAZ,JAZ_h,JAZ_tww,SJAZ,f_heizstab,T_sp_h_avg,T_sp_tww_avg,P_pv,PV_orientation,E_pv,E_pv_sc,E_bat,E_bc,E_bd
7.0,3542.0,2963.0811913315483,6704.999999999997,3613.62304248453,3828.5282047392698,2763.6220805571306,0.235,2429.6174478660055,518.4103063227751,Vaillant Deutschland ,VWF 87/4 35 & 55,S/W,1232.6333333333334,0.0,geregelt,9000.0,3140.301190223746,7289.622425706793,2613.6440091511954,516.1212539068539,2097.5227552443416,3.990567797072621,6.0844252517267705,3.475348435425017,3.6990811133729506,0.0,25.126204105969027,48.573140490024244,5.0,Süd,4678.529166666666,850.0009619273984,0.0,0.0,0.0
7.0,3542.0,2963.0811913315483,6704.999999999997,3613.62304248453,3239.1158418081745,2384.318563387549,0.34,2439.6174478660055,505.3180466750905,Vaillant Deutschland ,VWF 87/4 35 & 55,S/W,1232.6333333333334,0.0,geregelt,9000.0,3140.301190223746,7289.622425706793,2613.6440091511954,516.1212539068539,2097.5227552443416,3.990567797072621,6.0844252517267705,3.475348435425017,3.6990811133729506,0.0,25.126204105969027,48.573140490024244,5.0,Süd,4678.529166666666,850.0009619273984,1.0,630.1725855044505,420.0637397429378
7.0,3542.0,2963.0811913315483,6704.999999999997,3613.62304248453,2867.706530448921,2039.963179474393,0.435,2439.6174478660055,504.58130249448465,Vaillant Deutschland ,VWF 87/4 35 & 55,S/W,1232.6333333333334,0.0,geregelt,9000.0,3140.301190223746,7289.622425706793,2613.6440091511954,516.1212539068539,2097.5227552443416,3.990567797072621,6.0844252517267705,3.475348435425017,3.6990811133729506,0.0,25.126204105969027,48.573140490024244,5.0,Süd,4678.529166666666,850.0009619273984,2.0,995.5272825016226,758.3645092940126
7.0,3542.0,2963.0811913315483,6704.999999999997,3613.62304248453,2559.438219415824,1750.2071420731581,0.516,2439.6174478660055,504.4778607457378,Vaillant Deutschland ,VWF 87/4 35 & 55,S/W,1232.6333333333334,0.0,geregelt,9000.0,3140.301190223746,7289.622425706793,2613.6440091511954,516.1212539068539,2097.5227552443416,3.990567797072621,6.0844252517267705,3.475348435425017,3.6990811133729506,0.0,25.126204105969027,48.573140490024244,5.0,Süd,4678.529166666666,850.0009619273984,3.0,1301.3100375295073,1045.634990690035
7.0,3542.0,2963.0811913315483,6704.999999999997,3613.62304248453,2305.4854099584913,1513.1958512617557,0.581,2439.6174478660055,504.3306852066904,Vaillant Deutschland ,VWF 87/4 35 & 55,S/W,1232.6333333333334,0.0,geregelt,9000.0,3140.301190223746,7289.622425706793,2613.6440091511954,516.1212539068539,2097.5227552443416,3.990567797072621,6.0844252517267705,3.475348435425017,3.6990811133729506,0.0,25.126204105969027,48.573140490024244,5.0,Süd,4678.529166666666,850.0009619273984,4.0,1553.9945047791032,1281.3779392937013
7.0,3542.0,2963.0811913315483,6704.999999999997,3613.62304248453,2107.054347875243,1328.2700440682427,0.632,2439.6174478660055,504.213143343866,Vaillant Deutschland ,VWF 87/4 35 & 55,S/W,1232.6333333333334,0.0,geregelt,9000.0,3140.301190223746,7289.622425706793,2613.6440091511954,516.1212539068539,2097.5227552443416,3.990567797072621,6.0844252517267705,3.475348435425017,3.6990811133729506,0.0,25.126204105969027,48.573140490024244,5.0,Süd,4678.529166666666,850.0009619273984,5.0,1752.0151427065937,1465.893322331454
7.0,3542.0,2963.0811913315483,6704.999999999997,3613.62304248453,1984.6692470677754,1214.7292771696166,0.664,2439.6174478660055,504.3102538603771,Vaillant Deutschland ,VWF 87/4 35 & 55,S/W,1232.6333333333334,0.0,geregelt,9000.0,3140.301190223746,7289.622425706793,2613.6440091511954,516.1212539068539,2097.5227552443416,3.990567797072621,6.0844252517267705,3.475348435425017,3.6990811133729506,0.0,25.126204105969027,48.573140490024244,5.0,Süd,4678.529166666666,850.0009619273984,6.0,1873.8007528506578,1578.8345985666783
7.0,3542.0,2963.0811913315483,6704.999999999997,3613.62304248453,1908.368794811137,1145.336602410181,0.683,2439.6174478660055,504.4797640684864,Vaillant Deutschland ,VWF 87/4 35 & 55,S/W,1232.6333333333334,0.0,geregelt,9000.0,3140.301190223746,7289.622425706793,2613.6440091511954,516.1212539068539,2097.5227552443416,3.990567797072621,6.0844252517267705,3.475348435425017,3.6990811133729506,0.0,25.126204105969027,48.573140490024244,5.0,Süd,4678.529166666666,850.0009619273984,7.0,1949.6636976972086,1647.7897659160278
7.0,3542.0,2963.0811913315483,6704.999999999997,3613.62304248453,1855.5960475913694,1099.4087828547524,0.696,2439.6174478660055,504.6470253836811,Vaillant Deutschland ,VWF 87/4 35 & 55,S/W,1232.6333333333334,0.0,geregelt,9000.0,3140.301190223746,7289.622425706793,2613.6440091511954,516.1212539068539,2097.5227552443416,3.990567797072621,6.0844252517267705,3.475348435425017,3.6990811133729506,0.0,25.126204105969027,48.573140490024244,5.0,Süd,4678.529166666666,850.0009619273984,8.0,2002.3354679399956,1693.6166084944748
7.0,3542.0,2963.0811913315483,6704.999999999997,3613.62304248453,1815.754921447201,1066.1600365941836,0.705,2439.6174478660055,504.8846592662163,Vaillant Deutschland ,VWF 87/4 35 & 55,S/W,1232.6333333333334,0.0,geregelt,9000.0,3140.301190223746,7289.622425706793,2613.6440091511954,516.1212539068539,2097.5227552443416,3.990567797072621,6.0844252517267705,3.475348435425017,3.6990811133729506,0.0,25.126204105969027,48.573140490024244,5.0,Süd,4678.529166666666,850.0009619273984,9.0,2042.0313610003295,1726.7201216712085
